,Site,Date,Plot #,Subplot,Unique_Plot_Name,Longitude,Latitude,Elevation,Tecticornia_height,Tecticornia_Width,Tectocornia_Length,Tecticornia_AGB g,Tecticornia_AGB (kg),Tecticornia_g Corg,Tussock_height,Tussock_Width,Tussock_Length,Sarcocornia_height,Sueda_height,Sueda_Width,Sueda_Length,Sueda_AGB g,Sueda_AGB (kg),Sueda_g Corg,No. Of tussock,No. Of Tecticornia,% Cover Sarco_AVG,% Cover Sueda_AVG,Tussock area,system:index,plot_id,lng,lat,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,.geo,NDVI,SAVI,OSAVI,MSAVI,EVI,RVI,RDVI,TVI,DVI,GNDVI
0,PVS,2022-03-24,1,B,PVS1B,144.6768373,-38.20263346,,42.0,43.0,46.0,48.44237780761333,0.04844237780761333,22.85511384963197,76.0,27.000000000000004,23.0,9.0,11.0,5.0,2.0,4.717849999999999,0.004717849999999999,2.2258816299999995,0.0,0.0,78.75,0.0,0.0,28,PVS1B,144.6768373,-38.20263346,0.012751836079834183,0.08758061713114966,0.02650559153889845,0.012270410785035168,0.027982158119192375,0.023662761384896328,0.01609119502841629,0.01982551311405135,0.03531074724609266,0.03920415669469364,0.054535476183561665,0.046943868990836385,0.04468186580560574,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201599,-38.25141853701073],[144.62011188971124,-38.25142390932391],[144.62006770102155,-38.251439598629645],[144.62003085133694,-38.25146435606526],[144.6200042738891,-38.25149621094697],[144.61999008425119,-38.25153262763362],[144.6199894119355,-38.251570707361516],[144.62000231047915,-38.25160741898454],[144.6200277531758,-38.25163984025333],[144.62006371479617,-38.251665390427625],[144.62010733279317,-38.25168203570544],[144.62015513516144,-38.25168845111629],[144.62020331681293,-38.251684125990714],[144.62024804246798,-38.251669404610595],[144.6202857519499,-38.25164545880357],[144.62031344357956,-38.251614194663844],[144.62032891311054,-38.251578100824574],[144.6203309291846,-38.251540050360276],[144.62031933134296,-38.25150307208859],[144.62029504279212,-38.25147010947617],[144.62025999691113,-38.25144378633989],[144.6202169833511,-38.25142619799329],[144.62016942597958,-38.25141874446207],[144.6201599,-38.25141853701073]]]}",0.5443309233668854,0.10105805536610815,0.03623793241540025,0.07430528967313549,0.10211328310267698,3.3891501586584836,0.1446596386673091,1.3850058278017827,0.03844428115514538,0.3948006471582953
1,PVS,2022-03-24,1,B,PVS1B,144.6768373,-38.20263346,,20.0,25.0,25.0,3.4169109609372823,0.0034169109609372824,1.6120985913702097,7.0,50.0,50.0,20.0,12.0,6.0,8.0,24.09785,0.02409785,11.36936563,0.0,0.0,78.75,0.0,0.0,28,PVS1B,144.6768373,-38.20263346,0.012751836079834183,0.08758061713114966,0.02650559153889845,0.012270410785035168,0.027982158119192375,0.023662761384896328,0.01609119502841629,0.01982551311405135,0.03531074724609266,0.03920415669469364,0.054535476183561665,0.046943868990836385,0.04468186580560574,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201599,-38.25141853701073],[144.62011188971124,-38.25142390932391],[144.62006770102155,-38.251439598629645],[144.62003085133694,-38.25146435606526],[144.6200042738891,-38.25149621094697],[144.61999008425119,-38.25153262763362],[144.6199894119355,-38.251570707361516],[144.62000231047915,-38.25160741898454],[144.6200277531758,-38.25163984025333],[144.62006371479617,-38.251665390427625],[144.62010733279317,-38.25168203570544],[144.62015513516144,-38.25168845111629],[144.62020331681293,-38.251684125990714],[144.62024804246798,-38.251669404610595],[144.6202857519499,-38.25164545880357],[144.62031344357956,-38.251614194663844],[144.62032891311054,-38.251578100824574],[144.6203309291846,-38.251540050360276],[144.62031933134296,-38.25150307208859],[144.62029504279212,-38.25147010947617],[144.62025999691113,-38.25144378633989],[144.6202169833511,-38.25142619799329],[144.62016942597958,-38.25141874446207],[144.6201599,-38.25141853701073]]]}",0.5443309233668854,0.10105805536610815,0.03623793241540025,0.07430528967313549,0.10211328310267698,3.3891501586584836,0.1446596386673091,1.3850058278017827,0.03844428115514538,0.3948006471582953
2,PVS,2022-03-24,1,B,PVS1B,144.6768373,-38.20263346,,20.0,25.0,25.0,3.4169109609372823,0.0034169109609372824,1.6120985913702097,7.0,50.0,50.0,17.0,11.0,7.0,5.0,17.467850000000002,0.017467850000000004,8.241331630000001,0.0,0.0,78.75,0.0,0.0,28,PVS1B,144.6768373,-38.20263346,0.012751836079834183,0.08758061713114966,0.02650559153889845,0.012270410785035168,0.027982158119192375,0.023662761384896328,0.01609119502841629,0.01982551311405135,0.03531074724609266,0.03920415669469364,0.054535476183561665,0.046943868990836385,0.04468186580560574,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201599,-38.25141853701073],[144.62011188971124,-38.25142390932391],[144.62006770102155,-38.251439598629645],[144.62003085133694,-38.25146435606526],[144.6200042738891,-38.25149621094697],[144.61999008425119,-38.25153262763362],[144.6199894119355,-38.251570707361516],[144.62000231047915,-38.25160741898454],[144.6200277531758,-38.25163984025333],[144.62006371479617,-38.251665390427625],[144.62010733279317,-38.25168203570544],[144.62015513516144,-38.25168845111629],[144.62020331681293,-38.251684125990714],[144.62024804246798,-38.251669404610595],[144.6202857519499,-38.25164545880357],[144.62031344357956,-38.251614194663844],[144.62032891311054,-38.251578100824574],[144.6203309291846,-38.251540050360276],[144.62031933134296,-38.25150307208859],[144.62029504279212,-38.25147010947617],[144.62025999691113,-38.25144378633989],[144.6202169833511,-38.25142619799329],[144.62016942597958,-38.25141874446207],[144.6201599,-38.25141853701073]]]}",0.5443309233668854,0.10105805536610815,0.03623793241540025,0.07430528967313549,0.10211328310267698,3.3891501586584836,0.1446596386673091,1.3850058278017827,0.03844428115514538,0.3948006471582953
3,PVS,2022-03-24,1,B,PVS1B,144.6768373,-38.20263346,,42.0,43.0,46.0,48.44237780761333,0.04844237780761333,22.85511384963197,7.0,50.0,50.0,9.0,11.0,5.0,2.0,4.717849999999999,0.004717849999999999,2.2258816299999995,0.0,0.0,78.75,0.0,0.0,28,PVS1B,144.6768373,-38.20263346,0.012751836079834183,0.08758061713114966,0.02650559153889845,0.012270410785035168,0.027982158119192375,0.023662761384896328,0.01609119502841629,0.01982551311405135,0.03531074724609266,0.03920415669469364,0.054535476183561665,0.046943868990836385,0.04468186580560574,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201599,-38.25141853701073],[144.62011188971124,-38.25142390932391],[144.62006770102155,-38.251439598629645],[144.62003085133694,-38.25146435606526],[144.6200042738891,-38.25149621094697],[144.61999008425119,-38.25153262763362],[144.6199894119355,-38.251570707361516],[144.62000231047915,-38.25160741898454],[144.6200277531758,-38.25163984025333],[144.62006371479617,-38.251665390427625],[144.62010733279317,-38.25168203570544],[144.62015513516144,-38.25168845111629],[144.62020331681293,-38.251684125990714],[144.62024804246798,-38.251669404610595],[144.6202857519499,-38.25164545880357],[144.62031344357956,-38.251614194663844],[144.62032891311054,-38.251578100824574],[144.6203309291846,-38.251540050360276],[144.62031933134296,-38.25150307208859],[144.62029504279212,-38.25147010947617],[144.62025999691113,-38.25144378633989],[144.6202169833511,-38.25142619799329],[144.62016942597958,-38.25141874446207],[144.6201599,-38.25141853701073]]]}",0.5443309233668854,0.10105805536610815,0.03623793241540025,0.07430528967313549,0.10211328310267698,3.3891501586584836,0.1446596386673091,1.3850058278017827,0.03844428115514538,0.3948006471582953
4,PVS,2022-03-24,1,B,PVS1B,144.6768373,-38.20263346,,20.0,25.0,25.0,3.4169109609372823,0.0034169109609372824,1.6120985913702097,7.0,50.0,50.0,20.0,12.0,6.0,8.0,24.09785,0.02409785,11.36936563,0.0,0.0,78.75,0.0,0.0,28,PVS1B,144.6768373,-38.20263346,0.012751836079834183,0.08758061713114966,0.02650559153889845,0.012270410785035168,0.027982158119192375,0.023662761384896328,0.01609119502841629,0.01982551311405135,0.03531074724609266,0.03920415669469364,0.054535476183561665,0.046943868990836385,0.04468186580560574,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201599,-38.25141853701073],[144.62011188971124,-38.25142390932391],[144.62006770102155,-38.251439598629645],[144.62003085133694,-38.25146435606526],[144.6200042738891,-38.25149621094697],[144.61999008425119,-38.25153262763362],[144.6199894119355,-38.251570707361516],[144.62000231047915,-38.25160741898454],[144.6200277531758,-38.25163984025333],[144.62006371479617,-38.251665390427625],[144.62010733279317,-38.25168203570544],[144.62015513516144,-38.25168845111629],[144.62020331681293,-38.251684125990714],[144.62024804246798,-38.251669404610595],[144.6202857519499,-38.25164545880357],[144.62031344357956,-38.251614194663844],[144.62032891311054,-38.251578100824574],[144.6203309291846,-38.251540050360276],[144.62031933134296,-38.25150307208859],[144.62029504279212,-38.25147010947617],[144.62025999691113,-38.25144378633989],[144.6202169833511,-38.25142619799329],[144.62016942597958,-38.25141874446207],[144.6201599,-38.25141853701073]]]}",0.5443309233668854,0.10105805536610815,0.03623793241540025,0.07430528967313549,0.10211328310267698,3.3891501586584836,0.1446596386673091,1.3850058278017827,0.03844428115514538,0.3948006471582953
5,PVS,2022-03-24,2,A,PVS2A,144.6769661,-38.20267899,,28.0,50.99999999999999,72.0,65.28969339882165,0.06528969339882165,30.803677345564058,55.0,16.0,12.0,16.0,14.0,12.0,12.0,73.05785,0.07305785000000001,34.468693630000004,0.0,0.0,99.5,0.0,0.0,29,PVS2A,144.6769661,-38.20267899,0.012352921633821862,0.08481091718552383,0.02179259704101263,0.010107983854286963,0.027373479762953616,0.024669036593200497,0.016038690048689696,0.021101842110706696,0.03532861376415811,0.03879962724558889,0.055072280724026784,0.04500948195608308,0.043223912173597515,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201951,-38.251451967010716],[144.62014708968914,-38.25145733932392],[144.6201029009791,-38.25147302862964],[144.62006605127755,-38.25149778606527],[144.62003947381749,-38.25152964094696],[144.62002528417307,-38.25156605763362],[144.62002461185705,-38.25160413736152],[144.62003751040663,-38.25164084898454],[144.62006295311502,-38.25167327025334],[144.6200989147519,-38.25169882042763],[144.62014253276897,-38.25171546570545],[144.62019033515924,-38.251721881116275],[144.6202385168329,-38.251717555990716],[144.6202832425085,-38.25170283461059],[144.62032095200775,-38.25167888880357],[144.62034864365017,-38.251647624663846],[144.6203641131883,-38.251611530824576],[144.62036612926326,-38.25157348036028],[144.62035453141627,-38.25153650208859],[144.62033024285427,-38.25150353947617],[144.62029519695716,-38.25147721633989],[144.62025218337735,-38.25145962799329],[144.62020462598394,-38.251452174462074],[144.6201951,-38.251451967010716]]]}",0.5489109521524533,0.10252015634332258,0.03677894703104735,0.07544945445582402,0.10315394707085093,3.433714384207206,0.14637610946984622,1.386324551550497,0.039033590675337085,0.3812734119989009
6,PVS,2022-03-24,2,A,PVS2A,144.6769661,-38.20267899,,28.0,51.0,72.0,65.28969339882165,0.06528969339882165,30.80367734556406,26.0,2.9999999999999996,4.0,16.0,14.0,12.0,12.0,73.05785,0.07305785000000001,34.468693630000004,0.0,0.0,99.5,0.0,0.0,29,PVS2A,144.6769661,-38.20267899,0.012352921633821862,0.08481091718552383,0.02179259704101263,0.010107983854286963,0.027373479762953616,0.024669036593200497,0.016038690048689696,0.021101842110706696,0.03532861376415811,0.03879962724558889,0.055072280724026784,0.04500948195608308,0.043223912173597515,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201951,-38.251451967010716],[144.62014708968914,-38.25145733932392],[144.6201029009791,-38.25147302862964],[144.62006605127755,-38.25149778606527],[144.62003947381749,-38.25152964094696],[144.62002528417307,-38.25156605763362],[144.62002461185705,-38.25160413736152],[144.62003751040663,-38.25164084898454],[144.62006295311502,-38.25167327025334],[144.6200989147519,-38.25169882042763],[144.62014253276897,-38.25171546570545],[144.62019033515924,-38.251721881116275],[144.6202385168329,-38.251717555990716],[144.6202832425085,-38.25170283461059],[144.62032095200775,-38.25167888880357],[144.62034864365017,-38.251647624663846],[144.6203641131883,-38.251611530824576],[144.62036612926326,-38.25157348036028],[144.62035453141627,-38.25153650208859],[144.62033024285427,-38.25150353947617],[144.62029519695716,-38.25147721633989],[144.62025218337735,-38.25145962799329],[144.62020462598394,-38.251452174462074],[144.6201951,-38.251451967010716]]]}",0.5489109521524533,0.10252015634332258,0.03677894703104735,0.07544945445582402,0.10315394707085093,3.433714384207206,0.14637610946984622,1.386324551550497,0.039033590675337085,0.3812734119989009
7,PVS,2022-03-24,2,A,PVS2A,144.6769661,-38.20267899,,28.0,51.0,72.0,65.28969339882165,0.06528969339882165,30.803677345564058,26.0,3.0,4.0,17.0,14.0,12.000000000000002,12.000000000000002,73.05785,0.07305785000000001,34.468693630000004,0.0,0.0,99.5,0.0,0.0,29,PVS2A,144.6769661,-38.20267899,0.012352921633821862,0.08481091718552383,0.02179259704101263,0.010107983854286963,0.027373479762953616,0.024669036593200497,0.016038690048689696,0.021101842110706696,0.03532861376415811,0.03879962724558889,0.055072280724026784,0.04500948195608308,0.043223912173597515,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201951,-38.251451967010716],[144.62014708968914,-38.25145733932392],[144.6201029009791,-38.25147302862964],[144.62006605127755,-38.25149778606527],[144.62003947381749,-38.25152964094696],[144.62002528417307,-38.25156605763362],[144.62002461185705,-38.25160413736152],[144.62003751040663,-38.25164084898454],[144.62006295311502,-38.25167327025334],[144.6200989147519,-38.25169882042763],[144.62014253276897,-38.25171546570545],[144.62019033515924,-38.251721881116275],[144.6202385168329,-38.251717555990716],[144.6202832425085,-38.25170283461059],[144.62032095200775,-38.25167888880357],[144.62034864365017,-38.251647624663846],[144.6203641131883,-38.251611530824576],[144.62036612926326,-38.25157348036028],[144.62035453141627,-38.25153650208859],[144.62033024285427,-38.25150353947617],[144.62029519695716,-38.25147721633989],[144.62025218337735,-38.25145962799329],[144.62020462598394,-38.251452174462074],[144.6201951,-38.251451967010716]]]}",0.5489109521524533,0.10252015634332258,0.03677894703104735,0.07544945445582402,0.10315394707085093,3.433714384207206,0.14637610946984622,1.386324551550497,0.039033590675337085,0.3812734119989009
8,PVS,2022-03-24,2,A,PVS2A,144.6769661,-38.20267899,,28.0,51.0,72.0,65.28969339882165,0.06528969339882165,30.803677345564058,26.0,3.0,4.0,18.0,14.0,12.0,12.0,73.05785,0.07305785000000001,34.468693630000004,0.0,0.0,99.5,0.0,0.0,29,PVS2A,144.6769661,-38.20267899,0.012352921633821862,0.08481091718552383,0.02179259704101263,0.010107983854286963,0.027373479762953616,0.024669036593200497,0.016038690048689696,0.021101842110706696,0.03532861376415811,0.03879962724558889,0.055072280724026784,0.04500948195608308,0.043223912173597515,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201951,-38.251451967010716],[144.62014708968914,-38.25145733932392],[144.6201029009791,-38.25147302862964],[144.62006605127755,-38.25149778606527],[144.62003947381749,-38.25152964094696],[144.62002528417307,-38.25156605763362],[144.62002461185705,-38.25160413736152],[144.62003751040663,-38.25164084898454],[144.62006295311502,-38.25167327025334],[144.6200989147519,-38.25169882042763],[144.62014253276897,-38.25171546570545],[144.62019033515924,-38.251721881116275],[144.6202385168329,-38.251717555990716],[144.6202832425085,-38.25170283461059],[144.62032095200775,-38.25167888880357],[144.62034864365017,-38.251647624663846],[144.6203641131883,-38.251611530824576],[144.62036612926326,-38.25157348036028],[144.62035453141627,-38.25153650208859],[144.62033024285427,-38.25150353947617],[144.62029519695716,-38.25147721633989],[144.62025218337735,-38.25145962799329],[144.62020462598394,-38.251452174462074],[144.6201951,-38.251451967010716]]]}",0.5489109521524533,0.10252015634332258,0.03677894703104735,0.07544945445582402,0.10315394707085093,3.433714384207206,0.14637610946984622,1.386324551550497,0.039033590675337085,0.3812734119989009
9,PVS,2022-03-24,2,A,PVS2A,144.6769661,-38.20267899,,28.0,51.0,72.0,65.28969339882165,0.06528969339882165,30.803677345564058,26.0,3.0,4.0,18.0,14.0,12.0,12.0,73.05785,0.07305785000000001,34.468693630000004,0.0,0.0,99.5,0.0,0.0,29,PVS2A,144.6769661,-38.20267899,0.012352921633821862,0.08481091718552383,0.02179259704101263,0.010107983854286963,0.027373479762953616,0.024669036593200497,0.016038690048689696,0.021101842110706696,0.03532861376415811,0.03879962724558889,0.055072280724026784,0.04500948195608308,0.043223912173597515,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[144.6201951,-38.251451967010716],[144.62014708968914,-38.25145733932392],[144.6201029009791,-38.25147302862964],[144.62006605127755,-38.25149778606527],[144.62003947381749,-38.25152964094696],[144.62002528417307,-38.25156605763362],[144.62002461185705,-38.25160413736152],[144.62003751040663,-38.25164084898454],[144.62006295311502,-38.25167327025334],[144.6200989147519,-38.25169882042763],[144.62014253276897,-38.25171546570545],[144.62019033515924,-38.251721881116275],[144.6202385168329,-38.251717555990716],[144.6202832425085,-38.25170283461059],[144.62032095200775,-38.25167888880357],[144.62034864365017,-38.251647624663846],[144.6203641131883,-38.251611530824576],[144.62036612926326,-38.25157348036028],[144.62035453141627,-38.25153650208859],[144.62033024285427,-38.25150353947617],[144.62029519695716,-38.25147721633989],[144.62025218337735,-38.25145962799329],[144.62020462598394,-38.251452174462074],[144.6201951,-38.251451967010716]]]}",0.5489109521524533,0.10252015634332258,0.03677894703104735,0.07544945445582402,0.10315394707085093,3.433714384207206,0.14637610946984622,1.386324551550497,0.039033590675337085,0.3812734119989009
